Id,Sales
868,8800.0
1724,9264.0
2580,10176.0
4292,5296.0
5148,6752.0
6004,6544.0
6860,6704.0
7716,7168.0
8572,8080.0
10284,5296.0
11140,8976.0
11996,8768.0
12852,8928.0
13708,9392.0
14564,10304.0
16276,5296.0
17132,6752.0
17988,6544.0
18844,6704.0
19700,7168.0
20556,8080.0
22268,5296.0
23124,8976.0
23980,8768.0
24836,8928.0
25692,9392.0
26548,10304.0
28260,5296.0
29116,6752.0
29972,6544.0
30828,6704.0
31684,7168.0
32540,8080.0
34252,5296.0
35108,8976.0
35964,8768.0
36820,8928.0
37676,9392.0
38532,10304.0
40244,5296.0
13,7569.0
869,7506.0
1725,7918.5
2581,8959.5
4293,4277.0
5149,5672.5
6005,5313.5
6861,5250.5
7717,5663.0
8573,6704.0
10285,4277.0
11141,7928.0
11997,7569.0
12853,7506.0
13709,7918.5
14565,8959.5
16277,4277.0
17133,5672.5
17989,5313.5
18845,5250.5
19701,5663.0
20557,6704.0
22269,4277.0
23125,7928.0
23981,7569.0
24837,7506.0
25693,7918.5
26549,8959.5
28261,4277.0
29117,5672.5
29973,5313.5
30829,5250.5
31685,5553.5
32541,6594.5
34253,4277.0
35109,7818.5
35965,7459.5
36821,7396.5
37677,7809.0
38533,8850.0
40245,4277.0
14,9352.0
870,8728.0
1726,8968.0
2582,9856.0
4294,5352.0
5150,6536.0
6006,8016.0
6862,7392.0
7718,7632.0
8574,8408.0
10286,5352.0
11142,7984.0
11998,9464.0
12854,8840.0
13710,9080.0
14566,9856.0
16278,5352.0
17134,6536.0
17990,8016.0
18846,7392.0
19702,7632.0
20558,8408.0
22270,5352.0
23126,7984.0
23982,9464.0
24838,8840.0
25694,9080.0
26550,9856.0
29118,6536.0
29974,8016.0
30830,7392.0
31686,7632.0
32542,8408.0
34254,5352.0
35110,7984.0
35966,9464.0
36822,8840.0
37678,9080.0
38534,9856.0
40246,5352.0
15,6488.0
871,6320.0
1727,6864.0
2583,7960.0
4295,5112.0
5151,4192.0
6007,3712.0
6863,3544.0
7719,4088.0
8575,5184.0
10287,5112.0
11143,7288.0
11999,6808.0
12855,6640.0
13711,7184.0
14567,8280.0
16279,5112.0
17135,4192.0
17991,3712.0
18847,3544.0
19703,4088.0
20559,5184.0
22271,5112.0
23127,7288.0
23983,6808.0
24839,6640.0
25695,7184.0
26551,8280.0
28263,5112.0
29119,4192.0
29975,3712.0
30831,3544.0
31687,4088.0
32543,5184.0
34255,5112.0
35111,7288.0
35967,6808.0
36823,6640.0
37679,7184.0
38535,8280.0
40247,5112.0
16,5152.0
872,5040.0
1728,5248.0
2584,6112.0
4296,3456.0
5152,4288.0
6008,3856.0
6864,3744.0
7720,3952.0
8576,4672.0
10288,3456.0
11144,5728.0
12000,5312.0
12856,5184.0
13712,5408.0
14568,6112.0
16280,3456.0
17136,4288.0
17992,3856.0
18848,3744.0
19704,3952.0
20560,4672.0
22272,3456.0
23128,5728.0
23984,5312.0
24840,5184.0
25696,5408.0
26552,6112.0
29120,4288.0
29976,3856.0
30832,3744.0
31688,3952.0
32544,4672.0
34256,3456.0
35112,5728.0
35968,5312.0
36824,5184.0
37680,5408.0
38536,6112.0
40248,3456.0
17,6404.0
873,6338.0
1729,6424.0
2585,7738.0
4297,4644.0
5153,4524.0
6009,4026.0
6865,3960.0
7721,4046.0
8577,5360.0
10289,4644.0
11145,7066.0
12001,6566.0
12857,6502.0
13713,6586.0
14569,7902.0
16281,4644.0
17137,4686.0
17993,4188.0
18849,4122.0
19705,4208.0
20561,5522.0
22273,4644.0
23129,7066.0
23985,6566.0
24841,6502.0
25697,6586.0
26553,7902.0
28265,4644.0
29121,4686.0
29977,4188.0
30833,4122.0
31689,4208.0
32545,5522.0
34257,4644.0
35113,7066.0
35969,6566.0
36825,6502.0
37681,6586.0
38537,7902.0
40249,4644.0
18,10346.0
874,10712.0
1730,10928.0
2586,12726.0
4298,7414.0
5154,8050.0
6010,7026.0
6866,7392.0
7722,7608.0
8578,9406.0
10290,7414.0
11146,11370.0
12002,10346.0
12858,10712.0
13714,10928.0
14570,12726.0
16282,7414.0
17138,8050.0
17994,7026.0
18850,7392.0
19706,7608.0
20562,9406.0
22274,7414.0
23130,11370.0
23986,10346.0
24842,10712.0
25698,10928.0
26554,12726.0
28266,7414.0
29122,8050.0
29978,7026.0
30834,7392.0
31690,8010.0
32546,9808.0
34258,7414.0
35114,11774.0
35970,10748.0
36826,11116.0
37682,11330.0
38538,13130.0
40250,7414.0
19,12526.0
875,12247.0
1731,13075.0
2587,14610.0
4299,9106.0
5155,9533.0
6011,9401.0
6867,9122.0
7723,9950.0
8579,11485.0
10291,9106.0
11147,12658.0
12003,12526.0
12859,12247.0
13715,13075.0
14571,14610.0
16283,9106.0
17139,9533.0
17995,9401.0
18851,9122.0
19707,9950.0
20563,11485.0
22275,9106.0
23131,12658.0
23987,12526.0
24843,12247.0
25699,13075.0
26555,14610.0
28267,9106.0
29123,9533.0
29979,9401.0
30835,9122.0
31691,9852.0
32547,11387.0
34259,9106.0
35115,12560.0
35971,12428.0
36827,12149.0
37683,12977.0
38539,14512.0
40251,9106.0
20,10890.0
876,11058.0
1732,12076.0
2588,13346.0
4300,7536.0
5156,7100.0
6012,6622.0
6868,6790.0
7724,7808.0
8580,9078.0
10292,7536.0
11148,11368.0
12004,10890.0
12860,11058.0
13716,12076.0
14572,13346.0
16284,7536.0
17140,7100.0
17996,6622.0
18852,6790.0
19708,7808.0
20564,9078.0
22276,7536.0
23132,11368.0
23988,10890.0
24844,11058.0
25700,12076.0
26556,13346.0
28268,7536.0
29124,7100.0
29980,6622.0
30836,6790.0
31692,8150.0
32548,9420.0
34260,7536.0
35116,11710.0
35972,11232.0
36828,11400.0
37684,12418.0
38540,13688.0
40252,7536.0
21,8024.0
877,8216.0
1733,8640.0
2589,10552.0
4301,7016.0
5157,5400.0
6013,5016.0
6869,5208.0
7725,5632.0
8581,7544.0
10293,7016.0
11149,8408.0
12005,8024.0
12861,8216.0
13717,8640.0
14573,10552.0
16285,7016.0
17141,5400.0
17997,5016.0
18853,5208.0
19709,5632.0
20565,7544.0
22277,7016.0
23133,8408.0
23989,8024.0
24845,8216.0
25701,8640.0
26557,10552.0
28269,7016.0
29125,5400.0
29981,5016.0
30837,5208.0
31693,5864.0
32549,7776.0
34261,7016.0
35117,8640.0
35973,8256.0
36829,8448.0
37685,8872.0
38541,10784.0
40253,7016.0
22,6496.0
878,5728.0
1734,6816.0
2590,6864.0
4302,4816.0
5158,3696.0
6014,4512.0
6870,3744.0
7726,4832.0
8582,4880.0
10294,4816.0
11150,5680.0
12006,6496.0
12862,5728.0
13718,6816.0
14574,6864.0
16286,4816.0
17142,3696.0
17998,4512.0
18854,3744.0
19710,4832.0
20566,4880.0
22278,4816.0
23134,5680.0
23990,6496.0
24846,5728.0
25702,6816.0
26558,6864.0
28270,4816.0
29126,3696.0
29982,4512.0
30838,3744.0
31694,4768.0
32550,4816.0
34262,4816.0
35118,5616.0
35974,6432.0
36830,5664.0
37686,6752.0
38542,6800.0
40254,4816.0
23,6389.0
879,6283.0
1735,6395.0
2591,7126.0
4303,5602.0
5159,5248.0
6015,4652.0
6871,4546.0
7727,4658.0
8583,5389.0
10295,5602.0
11151,6985.0
12007,6389.0
12863,6283.0
13719,6395.0
14575,7126.0
16287,5602.0
17143,5599.0
17999,5003.0
18855,4897.0
19711,5009.0
20567,5740.0
22279,5602.0
23135,7336.0
23991,6740.0
24847,6634.0
25703,6746.0
26559,7477.0
28271,5602.0
29127,5599.0
29983,5003.0
30839,4897.0
31695,5009.0
32551,5740.0
34263,5602.0
35119,7336.0
35975,6740.0
36831,6634.0
37687,6746.0
38543,7477.0
40255,5602.0
24,4792.0
880,5144.0
1736,5234.0
2592,5904.0
4304,2384.0
5160,3364.0
6016,3214.0
6872,3566.0
7728,3656.0
8584,4222.0
10296,2384.0
11152,5046.0
12008,4894.0
12864,5248.0
13720,5336.0
14576,5904.0
16288,2384.0
17144,3364.0
18000,3214.0
18856,3566.0
19712,3656.0
20568,4222.0
22280,2384.0
23136,5046.0
23992,4894.0
24848,5248.0
25704,5336.0
26560,5904.0
29128,3364.0
29984,3214.0
30840,3566.0
31696,3656.0
32552,4222.0
35120,5046.0
35976,4894.0
36832,5248.0
37688,5338.0
38544,5904.0
40256,2384.0
25,8872.0
881,8984.0
1737,9400.0
2593,10448.0
4305,8616.0
5161,7056.0
6017,6552.0
6873,6664.0
7729,7080.0
8585,8128.0
10297,8616.0
11153,9376.0
12009,8872.0
12865,8984.0
13721,9400.0
14577,10448.0
16289,8616.0
17145,7056.0
18001,6552.0
18857,6664.0
19713,7080.0
20569,8128.0
22281,8616.0
23137,9376.0
23993,8872.0
24849,8984.0
25705,9400.0
26561,10448.0
28273,8616.0
29129,7056.0
29985,6552.0
30841,6664.0
31697,7256.0
32553,8304.0
34265,8616.0
35121,9560.0
35977,9048.0
36833,9168.0
37689,9576.0
38545,10632.0
40257,8616.0
26,11264.0
882,11168.0
1738,11744.0
2594,14000.0
4306,7824.0
5162,7344.0
6018,6880.0
6874,6784.0
7730,7360.0
8586,9616.0
10298,7824.0
11154,11728.0
12010,11264.0
12866,11168.0
13722,11744.0
14578,14000.0
16290,7824.0
17146,7344.0
18002,6880.0
18858,6784.0
19714,7360.0
20570,9616.0
22282,7824.0
23138,11728.0
23994,11264.0
24850,11168.0
25706,11744.0
26562,14000.0
28274,7824.0
29130,7344.0
29986,6880.0
30842,6784.0
31698,7792.0
32554,10048.0
34266,7824.0
35122,12160.0
35978,11696.0
36834,11600.0
37690,12176.0
38546,14432.0
40258,7824.0
27,9616.0
883,9632.0
1739,9792.0
2595,11168.0
4307,9600.0
5163,8752.0
6019,8320.0
6875,8336.0
7731,8496.0
8587,9600.0
10299,9600.0
11155,10320.0
12011,9888.0
12867,9904.0
13723,10064.0
14579,11168.0
16291,9600.0
17147,8752.0
18003,8320.0
18859,8336.0
19715,8496.0
20571,9600.0
22283,9600.0
23139,10320.0
23995,9888.0
24851,9904.0
25707,10064.0
26563,11168.0
29131,8752.0
29987,8320.0
30843,8336.0
31699,8496.0
32555,9600.0
34267,9600.0
35123,10320.0
35979,9888.0
36835,9904.0
37691,10064.0
38547,11168.0
40259,9600.0
28,6612.0
884,6856.0
1740,7208.0
2596,8556.0
4308,6224.0
5164,4104.0
6020,3664.0
6876,3908.0
7732,4260.0
8588,5608.0
10300,6224.0
11156,7052.0
12012,6612.0
12868,6856.0
13724,7208.0
14580,8556.0
16292,6224.0
17148,4104.0
18004,3664.0
18860,3908.0
19716,4260.0
20572,5608.0
22284,6224.0
23140,7052.0
23996,6612.0
24852,6856.0
25708,7208.0
26564,8556.0
28276,6224.0
29132,4104.0
29988,3664.0
30844,3908.0
31700,4488.0
32556,5836.0
34268,6224.0
35124,7280.0
35980,6840.0
36836,7084.0
37692,7436.0
38548,8784.0
40260,6224.0
29,5824.0
885,6110.0
1741,6354.0
2597,7490.0
4309,2986.0
5165,3372.0
6021,3452.0
6877,3738.0
7733,3982.0
8589,5118.0
10301,2986.0
11157,5744.0
12013,5824.0
12869,6110.0
13725,6354.0
14581,7490.0
16293,2986.0
17149,3372.0
18005,3452.0
18861,3738.0
19717,3982.0
20573,5118.0
22285,2986.0
23141,5744.0
23997,5824.0
24853,6110.0
25709,6354.0
26565,7490.0
28277,2986.0
29133,3372.0
29989,3452.0
30845,3738.0
31701,4054.0
32557,5190.0
34269,2986.0
35125,5816.0
35981,5896.0
36837,6182.0
37693,6426.0
38549,7562.0
40261,2986.0
30,5336.0
886,4968.0
1742,5552.0
2598,5632.0
4310,5416.0
5166,3840.0
6022,3976.0
6878,3608.0
7734,4192.0
8590,4272.0
10302,5416.0
11158,5200.0
12014,5336.0
12870,4968.0
13726,5552.0
14582,5632.0
16294,5416.0
17150,3840.0
18006,3976.0
18862,3608.0
19718,4192.0
20574,4272.0
22286,5416.0
23142,5200.0
23998,5336.0
24854,4968.0
25710,5552.0
26566,5632.0
28278,5416.0
29134,3840.0
29990,3976.0
30846,3608.0
31702,4520.0
32558,4600.0
34270,5416.0
35126,5536.0
35982,5664.0
36838,5304.0
37694,5880.0
38550,5968.0
40262,5416.0
31,5612.0
887,5484.0
1743,5472.0
2599,7312.0
4311,5364.0
5167,5364.0
6023,4944.0
6879,4816.0
7735,4804.0
8591,5904.0
10303,5364.0
11159,6772.0
12015,6352.0
12871,6224.0
13727,6212.0
14583,7312.0
16295,5364.0
17151,5364.0
18007,4944.0
18863,4816.0
19719,4804.0
20575,5904.0
22287,5364.0
23143,6772.0
23999,6352.0
24855,6224.0
25711,6212.0
26567,7312.0
29135,5364.0
29991,4944.0
30847,4816.0
31703,4804.0
32559,5904.0
34271,5364.0
35127,6772.0
35983,6352.0
36839,6224.0
37695,6212.0
38551,7312.0
40263,5364.0
32,11408.0
888,12088.0
1744,11976.0
2600,13392.0
4312,8368.0
5168,8176.0
6024,7968.0
6880,8648.0
7736,8536.0
8592,9952.0
10304,8368.0
11160,11616.0
12016,11408.0
12872,12088.0
13728,11976.0
14584,13392.0
16296,8368.0
17152,8176.0
18008,7968.0
18864,8648.0
19720,8536.0
20576,9952.0
22288,8368.0
23144,11616.0
24000,11408.0
24856,12088.0
25712,11976.0
26568,13392.0
28280,8368.0
29136,8176.0
29992,7968.0
30848,8648.0
31704,8624.0
32560,10040.0
34272,8368.0
35128,11704.0
35984,11496.0
36840,12176.0
37696,12064.0
38552,13480.0
40264,8368.0
33,7944.0
889,7992.0
1745,8456.0
2601,9464.0
4313,4720.0
5169,5856.0
6025,5360.0
6881,5408.0
7737,5872.0
8593,6880.0
10305,4720.0
11161,8440.0
12017,7944.0
12873,7992.0
13729,8456.0
14585,9464.0
16297,4720.0
17153,5856.0
18009,5360.0
18865,5408.0
19721,5872.0
20577,6880.0
22289,4720.0
23145,8440.0
24001,7944.0
24857,7992.0
25713,8456.0
26569,9464.0
28281,4720.0
29137,5856.0
29993,5360.0
30849,5408.0
31705,5792.0
32561,6800.0
34273,4720.0
35129,8360.0
35985,7864.0
36841,7912.0
37697,8376.0
38553,9384.0
40265,4720.0
34,6096.0
890,5716.0
1746,5676.0
2602,6740.0
4314,5664.0
5170,4392.0
6026,4168.0
6882,3788.0
7738,3748.0
8594,4812.0
10306,5664.0
11162,6620.0
12018,6396.0
12874,6016.0
13730,5976.0
14586,7040.0
16298,5664.0
17154,4692.0
18010,4468.0
18866,4088.0
19722,4048.0
20578,5112.0
22290,5664.0
23146,6620.0
24002,6396.0
24858,6016.0
25714,5976.0
26570,7040.0
28282,5664.0
29138,4692.0
29994,4468.0
30850,4088.0
31706,4048.0
32562,5112.0
34274,5664.0
35130,6620.0
35986,6396.0
36842,6016.0
37698,5976.0
38554,7040.0
40266,5664.0
35,6176.0
891,6048.0
1747,6320.0
2603,7952.0
4315,5072.0
5171,4544.0
6027,4080.0
6883,3952.0
7739,4224.0
8595,5360.0
10307,5072.0
11163,7136.0
12019,6672.0
12875,6544.0
13731,6816.0
14587,7952.0
16299,5072.0
17155,4544.0
18011,4080.0
18867,3952.0
19723,4224.0
20579,5360.0
22291,5072.0
23147,7136.0
24003,6672.0
24859,6544.0
25715,6816.0
26571,7952.0
29139,4544.0
29995,4080.0
30851,3952.0
31707,4224.0
32563,5360.0
34275,5072.0
35131,7136.0
35987,6672.0
36843,6544.0
37699,6816.0
38555,7952.0
40267,5072.0
36,8120.0
892,8552.0
1748,8564.0
2604,9244.0
4316,5632.0
5172,5804.0
6028,5852.0
6884,6284.0
7740,6296.0
8596,6976.0
10308,5632.0
11164,8072.0
12020,8120.0
12876,8552.0
13732,8564.0
14588,9244.0
16300,5632.0
17156,5804.0
18012,5852.0
18868,6196.0
19724,6208.0
20580,6888.0
22292,5632.0
23148,7984.0
24004,8032.0
24860,8464.0
25716,8476.0
26572,9156.0
28284,5632.0
29140,5716.0
29996,5764.0
30852,6196.0
31708,6208.0
32564,6888.0
34276,5632.0
35132,7984.0
35988,8032.0
36844,8464.0
37700,8476.0
38556,9156.0
40268,5632.0
37,4328.0
893,4416.0
1749,4632.0
2605,5128.0
4317,3064.0
5173,3632.0
6029,3320.0
6885,3408.0
7741,3624.0
8597,4120.0
10309,3064.0
11165,4640.0
12021,4328.0
12877,4416.0
13733,4632.0
14589,5128.0
16301,3064.0
17157,3632.0
18013,3320.0
18869,3208.0
19725,3424.0
20581,3920.0
22293,3064.0
23149,4448.0
24005,4128.0
24861,4224.0
25717,4432.0
26573,4936.0
28285,3064.0
29141,3432.0
29997,3120.0
30853,3208.0
31709,3424.0
32565,3920.0
34277,3064.0
35133,4448.0
35989,4128.0
36845,4224.0
37701,4432.0
38557,4936.0
40269,3064.0
38,7712.0
894,7840.0
1750,7936.0
2606,9088.0
4318,7360.0
5174,6880.0
6030,6112.0
6886,6240.0
7742,6336.0
8598,7488.0
10310,7360.0
11166,9312.0
12022,8512.0
12878,8672.0
13734,8736.0
14590,9920.0
16302,7360.0
17158,6880.0
18014,6112.0
18870,6240.0
19726,6336.0
20582,7488.0
22294,7360.0
23150,9312.0
24006,8512.0
24862,8672.0
25718,8736.0
26574,9920.0
28286,7360.0
29142,6880.0
29998,6112.0
30854,6240.0
31710,6336.0
32566,7488.0
34278,7360.0
35134,9312.0
35990,8512.0
36846,8672.0
37702,8736.0
38558,9920.0
40270,7360.0
39,4820.0
895,4752.0
1751,4844.0
2607,5768.0
4319,4236.0
5175,3280.0
6031,2980.0
6887,2912.0
7743,3004.0
8599,3928.0
10311,4236.0
11167,5336.0
12023,5036.0
12879,4968.0
13735,5060.0
14591,5984.0
16303,4236.0
17159,3496.0
18015,3196.0
18871,3128.0
19727,3220.0
20583,4144.0
22295,4236.0
23151,5336.0
24007,5036.0
24863,4968.0
25719,5060.0
26575,5984.0
28287,4236.0
29143,3496.0
29999,3196.0
30855,3128.0
31711,3220.0
32567,4144.0
34279,4236.0
35135,5336.0
35991,5036.0
36847,4968.0
37703,5060.0
38559,5984.0
40271,4236.0
40,7080.0
896,6784.0
1752,6616.0
2608,8496.0
4320,7344.0
5176,6696.0
6032,5752.0
6888,5456.0
7744,5288.0
8600,6624.0
10312,7344.0
11168,8568.0
12024,7624.0
12880,7328.0
13736,7160.0
14592,8496.0
16304,7344.0
17160,6696.0
18016,5752.0
18872,5456.0
19728,5288.0
20584,6624.0
22296,7344.0
23152,8568.0
24008,7624.0
24864,7328.0
25720,7160.0
26576,8496.0
29144,6696.0
30000,5752.0
30856,5456.0
31712,5288.0
32568,6624.0
34280,7344.0
35136,8568.0
35992,7624.0
36848,7328.0
37704,7160.0
38560,8496.0
40272,7344.0
41,8280.0
897,8000.0
1753,7984.0
2609,10360.0
4321,7352.0
5177,7024.0
6033,6456.0
6889,6176.0
7745,6160.0
8601,7600.0
10313,7352.0
11169,9784.0
12025,9216.0
12881,8936.0
13737,8920.0
14593,10360.0
16305,7352.0
17161,7024.0
18017,6456.0
18873,6176.0
19729,6160.0
20585,7600.0
22297,7352.0
23153,9784.0
24009,9216.0
24865,8936.0
25721,8920.0
26577,10360.0
29145,7024.0
30001,6456.0
30857,6176.0
31713,6160.0
32569,7600.0
34281,7352.0
35137,9784.0
35993,9216.0
36849,8936.0
37705,8920.0
38561,10360.0
40273,7352.0
42,5904.0
898,5900.0
1754,6200.0
2610,6988.0
4322,3688.0
5178,4676.0
6034,4292.0
6890,4288.0
7746,4588.0
8602,5376.0
10314,3688.0
11170,6288.0
12026,5904.0
12882,5900.0
13738,6200.0
14594,6988.0
16306,3688.0
17162,4984.0
18018,4600.0
18874,4596.0
19730,4896.0
20586,5684.0
22298,3688.0
23154,6596.0
24010,6212.0
24866,6208.0
25722,6508.0
26578,7296.0
28290,3688.0
29146,4984.0
30002,4600.0
30858,4596.0
31714,4896.0
32570,5684.0
34282,3688.0
35138,6596.0
35994,6212.0
36850,6208.0
37706,6508.0
38562,7296.0
40274,3688.0
43,7932.0
899,7724.0
1755,7956.0
2611,8852.0
4323,8064.0
5179,6548.0
6035,5808.0
6891,5600.0
7747,5832.0
8603,6728.0
10315,8064.0
11171,8340.0
12027,7600.0
12883,7392.0
13739,7624.0
14595,8520.0
16307,7732.0
17163,6216.0
18019,5476.0
18875,5268.0
19731,5500.0
20587,6396.0
22299,7732.0
23155,8340.0
24011,7600.0
24867,7392.0
25723,7624.0
26579,8520.0
28291,7732.0
29147,6216.0
30003,5476.0
30859,5268.0
31715,5500.0
32571,6396.0
34283,7732.0
35139,8340.0
35995,7600.0
36851,7392.0
37707,7624.0
38563,8520.0
40275,7732.0
44,6976.0
900,7080.0
1756,7416.0
2612,9192.0
4324,5920.0
5180,5064.0
6036,4728.0
