Id,Sales
172,7197.458
173,6934.557
174,7422.463
175,7803.9434
176,9122.239
177,7470.668
178,4807.8975
179,9367.403
180,10399.012
181,6013.792
182,7369.085
183,5413.898
184,6521.9756
185,4121.6567
186,6969.913
187,5366.6074
188,9143.676
189,6992.7803
190,7978.553
191,7456.6157
192,5432.7744
193,8460.235
194,18205.693
195,10049.492
196,5542.2397
197,2907.3157
198,5916.929
199,7963.2046
200,5574.799
201,12637.8545
202,18877.832
203,4151.187
204,4959.6396
205,9263.85
206,4966.016
207,8303.539
208,6644.333
209,7350.9033
210,4832.0586
211,6314.862
212,5945.8276
213,7323.506
214,9309.199
215,6094.6777
216,5804.3594
217,6926.2876
218,5134.394
219,5062.073
220,7619.552
221,5643.382
222,5759.3247
223,7031.78
224,6055.0615
225,5557.321
226,7129.04
227,7027.985
228,8262.128
229,6546.9126
230,7516.992
231,5765.662
232,3708.436
233,5983.3647
234,6918.714
235,5933.0024
236,4462.1787
237,8497.232
238,7089.5615
239,9422.897
240,6937.097
241,5692.975
242,5005.6357
243,4440.6387
244,9690.4
245,5091.9146
246,7248.432
247,15262.215
248,7279.1445
249,7667.5
250,5170.4883
251,4451.708
252,6927.536
253,3923.7656
254,5360.7334
255,10218.751
256,5333.254
257,15724.733
258,13768.075
259,4794.017
260,6857.0376
261,5892.649
262,6688.372
263,5629.984
264,11079.196
265,7893.2954
266,9693.683
267,4352.9062
268,7392.753
269,4924.876
270,8050.7
271,6916.154
272,5974.6914
273,6276.7114
274,6418.606
275,8127.9087
276,9359.651
277,5825.836
278,9996.685
279,6377.3833
280,9693.554
281,5628.9043
282,5187.8433
283,5313.6436
284,10147.967
285,6123.369
286,7683.122
287,6503.9673
288,8852.685
289,4409.5005
290,8433.851
291,6732.8306
292,4017.5583
293,13422.398
294,17023.55
295,6967.7534
296,6608.025
297,9094.743
298,10248.718
299,11040.094
300,5477.4976
301,7573.008
302,5546.1743
303,8149.2944
304,4000.9526
305,5857.1943
306,5472.0195
307,5570.589
308,7522.9517
309,5267.419
310,4827.2534
311,6975.8594
312,4062.78
313,4577.005
314,6110.8135
315,6025.1777
316,9246.548
317,8330.963
318,7217.216
319,6276.5195
320,6108.896
321,11476.034
322,7356.67
323,5357.258
324,4809.1455
325,7774.493
326,4505.3813
327,6932.798
328,3413.2356
329,5109.5024
330,8042.381
331,6143.079
332,5354.489
333,8701.442
334,9642.873
335,12015.637
336,5951.2007
337,9084.607
338,3021.1196
339,5013.616
340,6275.7183
341,4326.034
342,7719.6006
343,4842.4536
344,4886.455
345,8591.1045
346,10745.733
347,8925.665
348,5476.787
349,4858.4106
350,7955.157
351,7063.346
352,6012.4336
353,5294.898
354,6755.564
355,9489.015
356,4178.356
357,6183.0225
358,7671.9556
359,8141.8438
360,12520.843
361,5157.7896
362,14188.321
363,6719.4546
364,4921.759
365,3574.6821
366,5963.179
367,6162.9214
368,5679.687
369,7018.0977
370,5072.6006
371,4585.946
372,7119.588
373,3494.228
374,7433.161
375,6870.039
376,7721.2725
377,8858.368
378,5494.352
379,8827.997
380,6019.98
381,5280.766
382,5673.1577
383,5167.4805
384,10375.978
385,6305.4663
386,4682.3467
387,7224.5566
388,8485.934
389,7235.8193
390,6155.284
391,8366.948
392,5409.3555
393,6192.4893
394,6086.754
395,8555.24
396,6163.7036
397,6181.124
398,5780.6567
399,5010.1167
400,3787.3127
401,5341.0127
402,8147.9805
403,8379.296
404,10373.86
405,10928.887
406,7995.252
407,5826.748
408,4980.423
409,10522.096
410,10581.119
411,7598.273
412,8412.648
413,7916.6455
414,5702.491
415,3927.6375
416,10183.046
417,6668.911
418,6200.776
419,6220.028
420,3032.5283
421,11263.196
422,5967.7363
423,5408.634
424,5028.943
425,5358.106
426,6338.4263
427,8383.636
428,6497.375
429,5123.128
430,4885.9746
431,4084.2878
432,3166.4248
433,6847.436
434,17355.424
435,4414.104
436,5771.275
437,6653.409
438,5411.188
439,5228.1597
440,5037.311
441,3838.004
442,7201.297
443,6972.513
444,4140.0825
445,8582.718
446,5636.985
447,4651.5464
448,8743.205
449,7572.979
450,9152.671
451,5527.12
452,6639.3228
453,4670.8696
454,4879.8125
455,14692.31
456,10191.334
457,6287.293
458,5671.2905
459,4834.1006
460,5683.979
461,5000.7827
462,10592.217
463,5043.042
464,5344.2437
465,7083.431
466,4618.176
467,6232.79
468,7461.56
469,7036.241
470,7354.7534
471,4113.044
472,5411.291
473,6468.332
474,8833.815
475,8007.333
476,6979.24
477,4442.808
478,7685.659
479,5831.4507
480,4572.5103
481,7126.8643
482,7094.8247
483,6613.965
484,6189.6367
485,6277.0107
486,6067.492
487,5442.5356
488,6721.5317
489,6263.458
490,6114.539
491,9154.27
492,5981.1455
493,4564.7446
494,11605.94
495,5960.171
496,3366.5276
497,7675.4834
498,8761.161
499,10095.201
500,4880.762
501,5984.5806
502,5974.2295
503,7195.0703
504,5646.306
505,8282.681
506,3421.3657
507,5440.226
508,6032.5215
509,5482.421
510,5063.0244
511,6789.6655
512,8201.123
513,5899.0034
514,8008.288
515,6887.248
516,8666.911
517,4855.3716
518,6484.0225
519,6718.4355
520,7781.1777
521,7838.857
522,4850.6504
523,8749.068
524,6771.008
525,7524.6597
526,4129.705
527,3905.0398
528,8237.774
529,6161.287
530,8740.07
531,6813.487
532,5513.656
533,8185.6187
534,6455.6104
535,6924.5757
536,7849.533
537,6120.071
538,8808.333
539,10939.117
540,7282.783
541,4954.3105
542,5894.667
543,4105.7524
544,-0.24556737
545,8107.476
546,5352.242
547,8261.962
548,4584.171
549,6233.2485
550,5659.4565
551,9097.5625
552,5021.326
553,5274.468
554,5765.97
555,7421.4297
556,5259.7075
557,6951.278
558,7310.6636
559,8267.834
560,7559.174
561,6746.5815
562,5818.134
563,4838.88
564,5005.3833
565,10450.994
566,9139.194
567,6634.758
568,14397.057
569,5527.5205
570,5260.3643
571,6047.558
572,8267.583
573,9923.851
574,6880.2954
575,7975.534
576,8121.113
577,8731.738
578,6729.582
579,5752.923
580,4788.382
581,5016.496
582,3988.7087
583,5244.1577
584,8016.9243
585,15583.307
586,6819.482
587,4981.069
588,6933.2935
589,4346.505
590,6097.969
591,4388.976
592,8948.851
593,6516.9756
594,6211.2354
595,13137.493
596,11655.415
597,5450.464
598,6786.525
599,3873.7444
600,5444.763
601,5239.7075
602,8316.355
603,4733.9478
604,4401.8516
605,5686.1704
606,5504.2656
607,6855.73
608,6933.029
609,3546.6296
610,7128.645
611,8234.489
612,7663.903
613,4871.1353
614,4271.705
615,8005.3633
616,4292.221
617,9459.8
618,4449.2246
619,5062.3345
620,6762.746
621,5745.4263
622,4765.417
623,5788.6523
624,6791.7573
625,9161.221
626,9367.547
627,5772.2437
628,3899.3035
629,5615.439
630,6131.3706
631,4847.639
632,6122.009
633,5971.7393
634,11216.276
635,7215.8804
636,6284.355
637,7752.849
638,4841.461
639,8794.079
640,5727.2607
641,12873.706
642,6165.32
643,5199.8115
644,5268.902
645,4049.884
646,7001.6567
647,18327.52
648,4221.424
649,4653.4854
650,9713.517
651,5938.25
652,7207.6533
653,7808.7686
654,6038.1865
655,4746.038
656,4641.9585
657,9205.595
658,5838.2134
659,7159.302
660,7181.693
661,4575.346
662,6957.1743
663,6065.727
664,3959.4583
665,8353.879
666,8394.2295
667,4463.022
668,7464.4287
669,6849.129
670,4576.2715
671,9212.691
672,6308.811
673,7469.599
674,4603.5605
675,4942.015
676,6218.6396
677,-0.1746294
678,7731.803
679,4009.186
680,5912.162
681,4625.097
682,5978.744
683,5993.0693
684,6667.162
685,7077.738
686,7919.175
687,5837.951
688,6678.5293
689,6008.7695
690,8296.082
691,9453.603
692,6557.944
693,3137.0142
694,5712.1323
695,6972.8525
696,4028.8113
697,10993.998
698,5585.3853
699,6274.245
700,10327.58
701,6673.1357
702,4483.118
703,11804.452
704,9668.531
705,5287.479
706,8869.655
707,9540.659
708,6051.4526
709,4979.259
710,6734.353
711,5415.36
712,6011.4985
713,6929.9546
714,4795.796
715,6147.7676
716,7215.983
717,6499.1797
718,7942.8755
719,5675.3335
720,6229.2896
721,4324.746
722,7658.803
723,6984.028
724,6077.118
725,6420.749
726,6959.942
727,9155.116
728,5588.748
729,5178.7954
730,6258.687
731,6904.56
732,6404.015
733,4421.272
734,4231.268
735,7386.5576
736,7647.5684
737,5447.47
738,8055.9937
739,5796.1597
740,6437.7974
741,5266.2837
742,3281.7065
743,6906.707
744,6306.0317
745,6428.464
746,9033.664
747,8141.8125
748,4640.9756
749,8128.761
750,3976.3245
751,3165.8118
752,7628.365
753,11762.141
754,7911.6714
755,6782.591
756,4678.2397
757,6371.4546
758,8367.571
759,5988.555
760,8253.873
761,4782.17
762,4352.674
763,5214.1113
764,5366.4844
765,5178.6367
766,5191.4116
767,4959.043
768,4197.6436
769,6497.884
770,6812.779
771,5366.305
772,5961.746
773,6824.7007
774,5806.9624
775,5853.106
776,8852.523
777,7043.2383
778,5483.1533
779,3683.4045
780,11262.671
781,6359.7676
782,5364.227
783,8384.851
784,7387.1143
785,7371.988
786,5965.8525
787,7089.4336
788,8982.594
789,12798.624
790,4880.9995
791,4679.784
792,5301.746
793,6451.259
794,5646.1006
795,6860.9956
796,8859.933
797,5715.55
798,4007.0833
799,5832.419
800,8108.365
801,4689.526
802,7208.237
803,4036.9202
804,6976.7173
805,7865.564
806,7053.7188
807,8618.59
808,6085.233
809,4368.2637
810,6358.33
811,7075.9155
812,8449.793
813,7061.2515
814,7803.534
815,6270.0933
816,4443.9946
817,9522.405
818,4166.031
819,9777.306
820,6181.9966
821,4293.458
822,6864.4976
823,5910.1665
824,7495.4487
825,8247.837
826,4065.9937
827,4429.081
828,7776.0737
829,8424.227
830,9221.166
831,5205.832
832,6043.9424
833,6129.108
834,6480.065
835,5653.2305
836,9453.27
837,8564.008
838,11060.129
839,4175.1807
840,5826.4863
841,0.12993534
842,8298.425
843,5264.009
844,10202.509
845,6154.2393
846,5543.916
847,5457.8047
848,4884.0596
849,5081.5796
850,6283.7197
851,4878.263
852,4680.6816
853,8856.654
854,6947.102
855,21333.27
856,6687.3584
857,4313.1084
858,8067.1343
859,9480.122
860,7015.267
861,7434.9614
862,5901.7163
863,8186.44
864,8482.52
865,5824.547
866,5774.364
867,6831.9497
868,8604.282
869,7283.263
870,8573.677
871,5993.7036
872,4998.551
873,5638.916
874,10482.329
875,10455.211
876,10228.278
877,8085.845
878,4160.134
879,5729.709
880,4504.0874
881,8017.314
882,11157.359
883,9694.376
884,6097.5444
885,5521.0024
886,4242.544
887,6031.492
888,11231.8
889,6708.6514
890,5053.4233
891,5770.9336
892,8468.623
893,3808.8262
894,7667.8296
895,4379.2983
896,6667.1367
897,6535.7876
898,5563.7017
899,7744.1357
900,7152.5986
901,5786.0957
902,6892.348
903,7225.894
904,11400.27
905,5758.5063
906,8774.356
907,7079.0347
908,9303.305
909,6667.7476
910,9669.776
911,4964.5947
912,5030.723
913,6433.555
914,5611.6855
915,8990.7295
916,7817.5996
917,5784.408
918,7213.1826
919,6997.3374
920,9931.917
921,4034.726
922,13679.072
923,5145.0825
924,6211.194
925,8729.832
926,5027.168
927,6253.3223
928,6137.8364
929,7465.2754
930,5457.3413
931,5848.017
932,7580.6104
933,7990.8237
934,7631.2324
935,5308.1426
936,7341.815
937,11569.778
938,6717.552
939,4620.088
940,6641.7866
941,6074.91
942,5802.477
943,7646.4966
944,4114.4253
945,8342.581
946,6445.5938
947,7366.6255
948,7742.1787
949,4432.67
950,5155.2856
951,5588.268
952,8440.167
953,8736.562
954,5158.798
955,4895.3423
956,7260.9424
957,5853.882
958,6695.7573
959,7718.6206
960,6917.295
961,7840.2026
962,5838.9653
963,4565.92
964,7056.5386
965,7664.8247
966,8390.012
967,8498.141
968,8284.728
969,5849.3394
970,9025.259
971,6257.4395
972,7468.082
973,8899.568
974,6343.2217
975,10760.729
976,7829.27
977,7746.2637
978,5752.8296
979,7517.4785
980,8066.7803
981,6663.4053
982,4044.4634
983,5238.798
984,8193.422
985,5455.9097
986,4520.4736
987,8718.206
988,6644.841
989,5711.212
990,6042.8247
991,5455.275
992,7696.809
993,7257.335
994,7195.7217
995,5785.9136
996,5393.5854
997,6578.292
998,3913.5266
999,6002.7607
1000,5343.514
1001,8552.491
1002,7804.241
1003,6585.429
1004,12240.894
1005,6164.9673
1006,5038.1953
1007,11179.153
1008,7300.0513
1009,8687.462
1010,7779.434
1011,4742.707
1012,6345.594
1013,5651.5864
1014,8096.5728
1015,12055.837
1016,5844.492
1017,3214.1328
1018,5241.2124
1019,9268.685
1020,9047.124
1021,6446.485
1022,7198.269
1023,4863.442
1024,5680.245
1025,3384.1987
1026,5254.1113
1027,6028.938
1028,7430.134
1029,7290.798
1030,7883.168
1031,8056.653
1032,9049.721
1033,7677.673
1034,4978.7886
1035,9902.709
1036,11432.848
1037,6221.9087
1038,7698.5938
1039,5437.3784
1040,6757.349
1041,4121.5117
1042,7449.187
1043,5816.697
1044,9399.146
1045,7355.4907
1046,8299.723
1047,7946.573
1048,5298.713
1049,8918.092
1050,19008.002
1051,10571.768
1052,6083.445
1053,3074.9116
1054,6227.003
1055,8326.61
1056,5579.0547
1057,12868.108
1058,18209.654
1059,4263.388
1060,5323.861
1061,8284.767
1062,5578.41
1063,9165.837
1064,6754.063
1065,7819.471
1066,4610.4688
1067,6855.4023
1068,6163.5327
1069,7659.584
1070,9915.96
1071,6007.721
1072,5707.3564
1073,7271.9136
1074,5598.3677
1075,5274.84
1076,7873.633
1077,5745.6074
1078,5825.997
1079,7530.0664
1080,6337.362
1081,6155.026
1082,7349.3115
1083,7360.4946
1084,8246.546
1085,6895.235
1086,7585.9126
1087,5970.5093
1088,3874.5505
1089,6508.3794
1090,7277.2427
1091,6174.2827
1092,4621.5024
1093,9129.515
1094,7193.93
1095,9777.838
1096,7300.066
1097,5691.8677
1098,5174.578
1099,4438.479
1100,9759.633
1101,5181.097
1102,7471.815
1103,15557.109
1104,7433.7847
1105,6673.022
1106,4818.8066
1107,4696.527
1108,7034.637
1109,4086.8682
1110,5694.7188
1111,10482.67
1112,5367.0938
1113,16679.785
1114,14794.238
1115,4716.293
1116,7122.1216
1117,6149.4688
1118,6913.384
1119,5919.1816
1120,11360.478
1121,7741.4185
1122,9849.329
1123,4592.4907
1124,7621.005
1125,4929.4214
1126,8544.883
1127,6919.723
1128,6250.043
1129,6266.721
1130,6301.5103
1131,8485.247
1132,9304.449
1133,6040.922
1134,10532.266
1135,6394.9077
1136,10112.171
1137,5713.184
1138,5518.276
1139,5490.532
1140,11025.826
1141,6080.8984
1142,7433.622
1143,6868.7944
1144,9242.263
1145,4499.694
1146,8557.043
1147,6894.182
1148,4063.0513
1149,14729.013
1150,16737.12
1151,7312.8467
1152,6928.904
1153,9667.691
1154,10662.946
1155,11506.94
1156,5711.6094
1157,7963.304
1158,5779.4106
1159,8406.488
1160,4037.4321
1161,6278.7896
1162,5797.952
1163,5862.141
1164,8110.2065
1165,5609.759
1166,5129.3135
1167,7075.929
1168,3986.9858
1169,4836.462
1170,6373.1323
1171,7046.5234
1172,9265.882
1173,8442.004
1174,7358.3955
1175,6108.3076
1176,6157.7153
1177,11748.181
1178,7756.1406
1179,5688.3237
1180,5009.166
1181,7979.475
1182,4654.4976
1183,7327.264
1184,3476.6426
1185,5672.4272
1186,8309.886
1187,6323.7456
1188,5420.471
1189,8869.978
1190,9353.468
1191,12508.944
1192,6214.1567
1193,9173.314
1194,3308.715
1195,5262.854
1196,6366.0
1197,4443.443
1198,8191.625
1199,5219.515
1200,5131.369
1201,9044.82
1202,11823.088
1203,8075.402
1204,5625.904
1205,4880.762
1206,9818.34
1207,7665.5996
1208,6335.7544
1209,5287.757
1210,7107.9785
1211,10006.911
1212,4626.0107
1213,6604.572
1214,8083.4155
1215,8674.967
1216,12902.111
1217,5246.885
1218,15051.9
1219,6843.63
1220,5051.2744
1221,3623.4646
1222,6501.355
1223,6172.646
1224,5861.179
1225,6913.7466
1226,5212.256
1227,4657.664
1228,7291.0054
1229,3704.2324
1230,7957.4717
1231,7262.307
1232,8312.787
1233,9206.876
1234,5410.362
1235,9266.208
1236,6415.5205
1237,5574.6445
1238,5779.6255
1239,5698.2065
1240,10855.544
1241,6547.3374
1242,4895.4126
1243,7980.784
1244,8681.571
1245,7408.77
1246,6569.037
1247,8821.1455
1248,5579.954
1249,6172.864
1250,6448.921
1251,8763.969
1252,6328.899
1253,6227.8516
1254,5933.9526
1255,5134.1494
1256,3973.6514
1257,4968.8066
1258,8246.814
1259,8520.874
1260,10734.077
1261,10982.795
1262,7988.811
1263,5869.0947
1264,5172.323
1265,10951.206
1266,10779.434
1267,7878.125
1268,8796.419
1269,8075.9487
1270,5951.9336
1271,4075.2942
1272,10953.765
1273,7158.577
1274,6690.261
1275,6546.4194
1276,3253.3752
1277,11786.868
1278,6107.62
1279,5520.9976
1280,5031.2363
1281,5649.3013
1282,6532.1797
1283,9160.732
1284,6369.389
1285,5371.4365
1286,5018.3145
1287,4629.507
1288,3153.562
1289,6930.516
1290,16957.455
1291,4579.7695
1292,5711.56
1293,7487.568
1294,5409.9077
1295,5538.551
1296,5003.2305
1297,4208.4526
1298,7347.812
1299,6935.3706
1300,4468.5386
1301,8818.5625
1302,6052.971
1303,4761.101
1304,8885.388
1305,8055.3477
1306,9488.488
1307,5986.0996
1308,6829.7207
1309,4876.853
1310,4975.1665
1311,16650.365
1312,10408.15
1313,6171.6567
1314,5906.3735
1315,4790.411
1316,5847.1074
1317,4595.054
1318,9277.555
1319,5414.4927
1320,5590.79
1321,6994.5073
1322,4704.342
1323,6539.617
1324,7809.3643
1325,7165.1084
1326,7297.497
1327,4334.518
1328,5721.8936
1329,6466.8696
1330,9362.829
1331,8166.389
1332,7008.271
1333,4666.674
1334,7988.5137
1335,6175.131
1336,4564.152
1337,7250.5757
1338,7281.173
1339,6986.0933
1340,6403.2944
1341,6624.9697
1342,6450.4834
1343,5705.3315
1344,6916.101
1345,6412.083
1346,6503.365
1347,9135.465
1348,6002.039
1349,4831.961
1350,12099.841
1351,6051.488
1352,3801.1099
1353,7961.3135
1354,8947.366
1355,10773.719
1356,5122.879
1357,6065.2993
1358,6381.618
1359,7721.014
1360,5635.749
1361,8732.796
1362,3484.7773
1363,5890.7944
1364,6244.596
1365,5862.9067
1366,5409.4277
1367,7019.8047
1368,8778.308
1369,6220.3423
1370,8535.653
1371,7177.989
1372,9050.256
1373,4833.8467
1374,6839.264
1375,6924.663
1376,7858.6875
1377,8474.417
1378,3776.8535
1379,8771.52
1380,6875.2573
1381,7773.389
1382,4452.3745
1383,4118.7285
1384,8740.87
1385,6644.061
1386,9004.435
1387,6761.1143
1388,5810.5195
1389,8043.907
1390,6798.044
1391,7330.3823
1392,8316.555
1393,6296.1865
1394,9096.756
1395,11295.233
1396,7754.757
1397,5102.358
1398,6177.835
1399,4189.6274
1400,-0.26886976
1401,8535.964
1402,5332.8574
1403,8754.461
1404,4553.3286
1405,6311.8994
1406,5951.706
1407,10076.029
1408,5219.2017
1409,5458.6113
1410,6110.1377
1411,7685.417
1412,5226.6245
1413,7344.0913
1414,7462.997
1415,8671.533
1416,7745.724
1417,6623.7876
1418,5611.8516
1419,4983.616
1420,4790.927
1421,11003.628
1422,9630.456
1423,6982.789
1424,14471.037
1425,5750.69
1426,5309.5347
1427,6525.0435
1428,8512.93
1429,10478.91
1430,7099.7866
1431,8141.0747
1432,8307.412
1433,9561.585
1434,6927.7866
1435,5744.38
1436,5051.0283
1437,5040.786
1438,4370.902
1439,5529.44
1440,8419.19
1441,16550.13
1442,7076.867
1443,5181.7446
1444,7733.662
1445,4332.1333
1446,6106.8228
1447,4112.6787
1448,8893.832
1449,6510.515
1450,6293.2334
1451,13546.863
1452,12182.113
1453,5721.6426
1454,6871.1597
1455,3955.344
1456,5741.203
1457,5520.924
1458,8570.454
1459,5030.9673
1460,4405.535
1461,6241.167
1462,5538.7466
1463,7342.6553
1464,7259.5645
1465,3442.9585
1466,7014.9385
1467,8662.985
1468,7940.035
1469,5152.66
1470,4749.258
1471,8291.36
1472,4594.449
1473,9821.664
1474,4485.1885
1475,5024.5415
1476,6889.7583
1477,6088.7163
1478,4902.8286
1479,5848.318
1480,7328.7114
1481,9645.974
1482,10139.569
1483,5640.379
1484,4029.453
1485,5782.041
1486,6401.798
1487,4934.0083
1488,6568.3916
1489,6231.281
1490,11878.12
1491,7605.0225
1492,6310.1655
1493,8167.253
1494,5136.163
1495,9008.746
1496,5975.466
1497,13520.777
1498,6322.72
1499,5487.695
1500,5726.1797
1501,4064.2415
1502,7389.482
1503,18989.592
1504,4691.526
1505,4693.1416
1506,9992.07
1507,6454.409
1508,7540.1562
1509,8144.905
1510,6505.611
1511,5009.032
1512,4734.679
1513,9626.076
1514,6095.044
1515,7368.79
1516,7610.423
1517,4981.4297
1518,7550.5923
1519,6151.0938
1520,4165.4585
1521,8603.06
1522,8409.095
1523,4792.984
1524,7536.296
1525,6786.105
1526,4602.7617
1527,9331.102
1528,6115.875
1529,7394.8193
1530,4581.425
1531,5235.621
1532,7246.628
1533,-0.2067027
1534,7972.506
1535,4649.129
1536,6234.7173
1537,4832.8926
1538,6085.9644
1539,6358.7056
1540,7077.569
1541,7079.656
1542,8233.877
1543,5939.1846
1544,7158.9053
1545,6463.2324
1546,9704.081
1547,9740.848
1548,6828.47
1549,3164.8728
1550,6097.4336
1551,7169.8867
1552,4988.7007
1553,10942.863
1554,5729.228
1555,6616.198
1556,10795.762
1557,6630.4307
1558,4618.506
1559,12340.932
1560,9831.731
1561,5370.6836
1562,9349.8545
1563,9573.895
1564,6108.5522
1565,5458.752
1566,6985.7207
1567,5757.578
1568,6320.9956
1569,7025.4116
1570,4955.5483
1571,6626.9536
1572,7393.0635
1573,6804.6025
1574,8398.378
1575,5833.421
1576,6537.191
1577,4032.9287
1578,7665.5703
1579,7145.555
1580,5892.272
1581,6710.2314
1582,7311.717
1583,9508.175
1584,5743.482
1585,5564.477
1586,6222.3184
1587,7058.3896
1588,6958.8003
1589,4644.3105
1590,4455.004
1591,8399.804
1592,7519.1216
1593,5808.879
1594,8384.341
1595,5937.3945
1596,7434.324
1597,5286.551
1598,3369.133
1599,7049.1997
1600,6373.066
1601,6843.7344
1602,9630.116
1603,9236.675
1604,4919.3555
1605,7484.6685
1606,4310.143
1607,3330.6008
1608,8040.9165
1609,13225.697
1610,7629.5146
1611,7146.5645
1612,4930.8843
1613,6788.3506
1614,9021.283
1615,6492.8154
1616,8479.406
1617,5192.8135
1618,4576.778
1619,5518.439
1620,5314.2114
1621,5558.9116
1622,5453.5996
1623,4951.8203
1624,4423.1787
1625,6846.1763
1626,7368.9937
1627,5619.297
1628,6156.7285
1629,7066.6216
1630,6143.4536
1631,6176.0264
1632,9008.814
1633,7431.2827
1634,5346.8438
1635,3874.528
1636,11869.31
1637,6288.907
1638,5717.0
1639,8590.883
1640,8362.258
1641,7599.2373
1642,5990.355
1643,7402.766
1644,9736.863
1645,14171.66
1646,5232.8003
1647,4949.2993
1648,4844.6294
1649,6500.8784
1650,5448.676
1651,7738.4873
1652,8975.179
1653,6032.556
1654,4052.4187
1655,6121.495
1656,7890.9614
1657,4892.6206
1658,7391.2803
1659,4119.0195
1660,6857.6133
1661,8385.835
1662,7289.9556
1663,9515.496
1664,6434.3228
1665,4405.2964
1666,6124.4854
1667,7635.2437
1668,8714.291
1669,7265.944
1670,7780.391
1671,6333.0835
1672,4543.519
1673,9790.296
1674,4295.2686
1675,10048.15
1676,6177.122
1677,4552.7163
1678,7442.6675
1679,6193.269
1680,8099.6694
1681,8665.391
1682,4206.2773
1683,4614.5737
1684,8514.343
1685,8904.766
1686,10017.004
1687,5706.6216
1688,6024.466
1689,6592.3677
1690,6544.478
1691,5701.0825
1692,9817.891
1693,8818.303
1694,12197.297
1695,4438.347
1696,6101.0234
1697,0.037727267
1698,8293.25
1699,5485.026
1700,10399.2705
1701,6654.704
1702,5680.944
1703,5242.247
1704,5215.738
1705,5189.0107
1706,6696.325
1707,5252.663
1708,4861.22
1709,9231.426
1710,6651.1753
1711,21517.541
1712,6863.843
1713,4674.8677
1714,8949.867
1715,11089.017
1716,8136.7734
1717,8192.664
1718,6624.249
1719,8211.565
1720,9204.207
1721,6378.6733
1722,6553.535
1723,7401.996
1724,9556.835
1725,8103.533
1726,9245.683
1727,6979.0073
1728,5506.639
1729,6178.3765
1730,11133.633
1731,11541.388
1732,11622.112
1733,9084.504
1734,5282.7256
1735,6115.4023
1736,5146.8833
1737,8600.499
1738,12267.598
1739,10118.335
1740,6802.532
1741,5971.5063
1742,4903.984
1743,6390.92
1744,11635.821
1745,7471.9653
1746,5424.635
1747,6442.385
1748,8700.073
1749,4146.3745
1750,8058.16
1751,4844.0796
1752,6951.1777
1753,6994.594
1754,6011.5156
1755,8345.056
1756,7893.5063
1757,5902.837
1758,8021.131
1759,7541.149
1760,12201.59
1761,6350.0874
1762,9600.843
1763,7030.8804
1764,10073.425
1765,7461.19
1766,10994.218
1767,6031.613
1768,5698.2446
1769,7122.23
1770,6078.4106
1771,9814.164
1772,8811.35
1773,6584.569
1774,8052.5205
1775,7789.3306
1776,11061.374
1777,4472.739
1778,14537.922
1779,5676.697
1780,6984.5215
